編碼,客家語,客語標音,華語詞義,例句,翻譯,備註,詞性1,詞性2,分類
12-8,…遐向,...gaˊ hiong^ ,背後,"山遐向
屋遐向","山後面
屋子後面",,副詞,,12時空與情狀副詞
12-9,不時,budˊ shiˋ ,不時、經常,不時會聽着佢个聲,經常會聽到他的聲音,,副詞,,12時空與情狀副詞
12-10,當日（本日）,dongˇ ngidˊ (bun^ ngidˊ) ,當天,當日去，當日轉。,當天去，當天回。,,副詞,,12時空與情狀副詞
12-11,昨日暗夜,caˇ ngidˊ am^ rhia,昨天晚上,昨日暗夜𠊎佮阿姊作垺去踅夜市,昨晚我跟姊姊一起去逛夜市,,副詞,,12時空與情狀副詞
12-12,初二,cuˇ ngi,農曆初二,年初二轉外家。,農曆正月初二回娘家。,,副詞,名詞,12時空與情狀副詞
12-13,底,de^ ,底部、尾部,"腳底得蚊叮着。
這個月月底係阿哥生日。","腳底被蚊子叮到。
這個月月底是哥哥生日。",,名詞,,12時空與情狀副詞
12-14,下底,haˇ de^ ,底下、下面,盒下底有兩張紙。,盒子下面有兩張紙。,,副詞,,12時空與情狀副詞
12-15,恬恬仔,diamˇ diamˇ aˋ ,不聲不響地；靜靜地、安靜地,"恬恬仔行入來。
你先恬恬仔坐在膨椅面上！莫講事。","不聲不響地走進來。
你先安靜地坐在沙發上！不要說話。",,副詞,,12時空與情狀副詞
12-16,顛倒,deenˇ doo^ ,次序相反；反而,"佢个衫歸日顛倒著，自家攏毋知。
想討害人顛倒害着自家","他的衣服穿反一整天了，自己都不知道。
想害人反而害到自己",,副詞,形容詞,12時空與情狀副詞
12-17,當晝時頭（當晝心）,dongˇ zhiu^ shiˋ teuˋ (dongˇ zhiu^ simˇ) ,正午時分,當晝時頭莫在外頭炙日頭。,正午時分不要在外面晒太陽。,,副詞,,12時空與情狀副詞
12-18,當場,dongˇ chongˋ ,當場,佢偷提物件，當場得人捉着。,他偷東西，當場被人捉到。,,形容詞,,12時空與情狀副詞
12-19,當面,dongˇ mien^ ,當面,有麼个事，大家出來當面講。,有什麼話，大家出來當面講。,,副詞,,12時空與情狀副詞
12-20,當年,dongˇ neenˋ ,當年,當年打个契約，這下敢猶有效？,當年打的契約，現在還有效嗎？,,副詞,,12時空與情狀副詞
12-21,東片裡,dungˇ peen^ le^ ,東邊,東片裡出虹會好天。,東邊出現彩虹會放晴。,,名詞,,12時空與情狀副詞
12-22,東片（東方）,dungˇ peen^ (dungˇfongˇ),東方,宜蘭个東片有一個龜山島。,宜蘭的東方有一個龜山島。,,名詞,,12時空與情狀副詞
12-23,中央,duˇ/dungˇ ongˇ ,中央,田中央有起一間寮。,田中央有蓋一間簡易小屋。,,副詞,,12時空與情狀副詞
12-24,真誠,zhinˇ shangˋ ,非常,血壓真誠低。,血壓非常低。,,副詞,,12時空與情狀副詞
12-25,拚勢,biang^ she^ ,盡情地,時間真多，你做你拚勢賞。,時間很多，你儘管盡情地玩。,,副詞,,12時空與情狀副詞
12-26,多多少少,dooˇ dooˇ shioo^ shioo^ ,或多或少,多多少少做兜,或多或少做一些,,副詞,,12時空與情狀副詞
12-27,多少,dooˇ shioo^ ,多多少少,多少趁,多多少少賺點錢,,副詞,,12時空與情狀副詞
12-28,隔夜,gaˊ rhia,隔夜,隔夜茶毒過蛇。,隔夜茶比蛇還毒。,,副詞,,12時空與情狀副詞
12-29,隔一日,gaˊ rhidˊ ngidˊ ,間隔一天,頭那毛隔一日洗一擺即好。,頭髮隔一天洗一次就好。,,副詞,,12時空與情狀副詞
12-30,敢講（敢係）,gam^ gong^ (gam^ he),難道、難不成,天氣敢講又討轉冷啊？,天氣難道又要轉涼了嗎？,,副詞,,12時空與情狀副詞
12-31,驚,giangˇ ,恐怕,青紅燈恁多，驚會赴毋會着飛機。,紅綠燈那麼多，恐怕會趕不上飛機。,,副詞,,12時空與情狀副詞
12-32,遐位（遐跡位）,gaˊ bbi (gaˊ ziaˊ bbi),那裡,遐位有凳好坐。,那裡有椅子可坐。,,副詞,,12時空與情狀副詞
12-33,幾久,gidˊ/giˆ giu^ ,多久,"行到遐裡愛幾久？
幾久洗一擺車？","走到那邊要多久？
多久洗一次車子？",,副詞,,12時空與情狀副詞
12-34,麼个人,bbooˊ gai^ nginˋ ,任何人就都…,這頭路毋係麼个人攏會做个。,這工作不是任何人都能做的。,,副詞,,12時空與情狀副詞
12-35,房間底,fongˋ geenˇ de^ ,房間裡,房間底有老鼠，阿妹驚到直直唩。,房間裡有老鼠，妹妹嚇到一直哭。,,名詞,,12時空與情狀副詞
12-36,攔緊,lanˋ gin^ ,趕緊、急忙著,做麼个攔緊討走？,幹嘛急著要走？,,副詞,,12時空與情狀副詞
12-37,角頭,gooˊ teuˋ ,角落地方,角頭揙䀴望啊！應該有正著。,角落翻找看看！應該有才對。,,名詞,,12時空與情狀副詞
12-38,量早,liong zoo^ ,趁早,討出去尞猶毋量早，毋驚塞車係無？,要出去玩還不趁早，不怕塞車是嗎？,,副詞,,12時空與情狀副詞
12-39,歸下（總下）,guiˇ ha (zung^ ha),全部,這糖歸下得佢買去。,這糖果全部被他買走。,,副詞,,12時空與情狀副詞
12-40,歸下晝,guiˇ haˇ zhiu^ ,整個下午,"歸下晝無䀴着人
睡歸下晝","整個下午沒看到人
睡整個下午",,副詞,,12時空與情狀副詞
12-41,有時務,rhiuˇ shiˋ bbu,有時,有時務會得佢氣死,有時會被他氣死,,副詞,,12時空與情狀副詞
12-42,後下（了後）,heu ha (leeu^ heu),後來，以後,佢過年前有來𠊎个店內底，後下即無擱䀴着啊。,他過年前有來我的店裡，後來就沒再看到了。,,副詞,,12時空與情狀副詞
12-43,…下,...haˇ ,...地方，周邊,"你在尋麼个？眠床下䀴有無。
伯公下。
神龕下。","你在找什麼？床下面看有沒有。
土地公廟周邊。
神龕周邊。",,副詞,,12時空與情狀副詞
12-44,閒時閒務,heenˋ  shiˋ  heenˋ  bbu,指非節日時段 ,恁打拚，閒時閒務也做粄來食。,這麼勤快，不是節日也做粄來吃。,,副詞,,12時空與情狀副詞
12-45,好定泥,hoo^ ten niˋ ,好端端地，突然間,仰子會好定泥毋見去？,突然間怎麼會不見？,,副詞,,12時空與情狀副詞
12-46,海外,hoi^ nguai,海外,海外嘛有客人，有一兜猶會講客事。,海外也有客家人，有些還會說客語。,,名詞,,12時空與情狀副詞
12-47,…面上,…minˆ shong,...上；…裡,睡在眠床面上,在床上躺著,,副詞,,12時空與情狀副詞
12-48,以來,rhi^ loiˋ ,以來,自古以來即係按,自古以來就這樣,,副詞,,12時空與情狀副詞
12-49,這駁子,li^ booˊ zu^,最近、這陣子,這駁子菜價又起啊。,這陣子菜價又漲了。,,副詞,,12時空與情狀副詞
12-50,這滿,liˊ man^ ,這次、這回；此時,"這滿佢人討去大陸尞。
這滿你討仰子解決？","這次他們要去大陸玩。
這次你要怎麼解決？",,副詞,,12時空與情狀副詞
12-51,歸年透冬,guiˇ neenˋ teu^ dungˇ ,一年到頭,佢真勇，歸年透冬攏著短衫袖。,他很強壯，一年到頭都穿短袖。,,副詞,,12時空與情狀副詞
12-52,一時, rhidˊ shiˋ ,一時,一時想毋會着，想着正拁你講。,一時想不到，想到再跟你說。,,副詞,,12時空與情狀副詞
12-53,一站,rhidˊ cam,一段時間,這下無錢，擱一站正講。,現在沒錢，過一段時間再說。,,副詞,,12時空與情狀副詞
12-54,一世人,rhidˊ she^ nginˋ ,一生、一輩子,佢一世人真快樂，無愁無慮。,他一生很快樂，無憂無慮。,,名詞,,12時空與情狀副詞
12-55,越,bbadˋ ,越來越...,臺北个人口越來越多。,臺北的人口越來越多。,,副詞,,12時空與情狀副詞
12-56,勻勻,bbinˋ bbinˋ ,均勻地,錢愛勻勻子用，毋好一擺用淨淨。,錢要分配著使用，不要一次用光。,,副詞,,12時空與情狀副詞
12-57,輒常,ciabˋ shongˋ ,常常,阿哥輒常賞電動賞到天光,哥哥常常玩電動玩到天亮,,副詞,,12時空與情狀副詞
12-58,進一步,zin^ rhidˊ pu,進一步,大家猶有較進一步个想法無？,大家還有比較進一步的想法嗎？,,副詞,,12時空與情狀副詞
12-59,其中,kiˋ zhungˇ ,其中,恁多隻內底，其中有三隻係嫲个。,這麼多隻中，其中有三隻是母的。,,副詞,,12時空與情狀副詞
12-60,硬討（硬硬討）,ngang too^ (ngang ngang too^) ,執意、強迫人去做能力不夠或不願意做的事,喊佢莫去，佢硬討去。,叫他不要去，他硬是要去。,,副詞,,12時空與情狀副詞
12-61,空間,kungˇ geenˇ ,空間,樓崠个空間真闊，你會用囥真多物件。,樓上的空間很寬敞，你可以放很多東西。,,名詞,,12時空與情狀副詞
12-62,落尾,loo muiˇ ,後來（方位、時間）,本來講毋去，落尾擱走去。,本來說不去，後來又跑去。,,名詞,,12時空與情狀副詞
12-63,臨臨,limˋ limˋ ,極接近,這位恁狹，臨臨做兩間。,這邊那麼狹窄，最多可以隔成兩間房間。,,副詞,,12時空與情狀副詞
12-64,偎晝,bba^ zhiu^ ,近中午,偎晝討去領錢。,近中午時要去領錢。,,副詞,,12時空與情狀副詞
12-65,略略仔,lio lio aˋ ,稍微,上擺跌倒着傷个遐位，猶略略仔會疾。,上次跌倒受傷的部位，還稍微會痛。,,副詞,,12時空與情狀副詞
12-66,對面,doi^ mien^ ,對面,佢兩儕蹛兩對面。,他們兩人住對面。,,副詞,,12時空與情狀副詞
12-67,兩下半,liong^ ha ban^ ,不久、一下子,佢真枵，一碗糜兩下半即食淨淨。,他很餓，一碗粥一下子就吃光了。,,副詞,,12時空與情狀副詞
12-68,毋會赴,mˇ moi fu^ ,來不及、趕不上,即算你走較緊，嘛毋會赴啊。,就算你跑得再快，也來不及了。,,副詞,,12時空與情狀副詞
12-69,黏時,neemˋ shiˋ ,馬上,黏時即到,馬上就到,,副詞,,12時空與情狀副詞
12-70,猶真早,iaˋ/iauˋ zhinˇ zoo^ ,還早得很,猶真早啦！慢慢子來。,還早得很啦！慢慢來。,,副詞,,12時空與情狀副詞
12-71,密密,medˋ medˋ ,連續不斷,佢密密拁人借錢，毋知有還無？,他不斷向人借錢，不知道有還錢嗎？,,副詞,,12時空與情狀副詞
12-72,尾蒂,muiˇ di,尾部，後方；後來（方位、時間）,"佢無在頭前，即係在尾蒂。
本來講好个，尾蒂又講佢無閒無想討去。","他不在前面，就是在後面。
本來說好的，後來又說他沒空不想去。",,副詞,,12時空與情狀副詞
12-73,無幾久,moˋ gidˊ giu^ ,沒多久,"佢正轉無幾久定，擱愛出門啊。
電話鳴無幾久。","他才剛回來沒多久而已，又要出門了。
電話響沒多久。",,副詞,,12時空與情狀副詞
12-74,莫,mai^/mo ,別、勿,你莫恁愛創治人啦。,你不要那麼愛戲弄人啦。,,副詞,,12時空與情狀副詞
12-75,南勢裡（南方）,namˋ she^ le^ (namˋ fongˇ),南方,伯勞鳥逐年攏會來南勢裡過冬。,伯勞鳥每年都會來南方過冬。,,名詞,,12時空與情狀副詞
12-76,下裡,haˇ le^ ,南邊,臺灣个下裡係菲律賓。,臺灣的南邊是菲律賓。,,名詞,,12時空與情狀副詞
12-77,南部,namˋ pu,南部,臺灣南部一溜即真熱。,臺灣南部一向都很熱。,,名詞,,12時空與情狀副詞
12-78,原在（自底）,ngienˋ cai (cu de^) ,原先、原本,佢原在蹛這，落尾正徙去別位。,他原本住這裡，後來才搬去別的地方。,,副詞,,12時空與情狀副詞
12-79,年代,neenˋ toi ,年代,這係五零年代个流行歌。,這是五零年代的流行歌。,,名詞,,12時空與情狀副詞
12-80,外國,nguai gudˊ ,外國,外國人,外國人,,名詞,,12時空與情狀副詞
12-81,外鄉,nguai hiongˇ ,外地,少年時務，佢去外鄉打拚。,年輕時，他去外地打拼。,,名詞,,12時空與情狀副詞
12-82,偏偏,pienˇ pienˇ ,偏偏,喊佢加著一領衫出門，佢偏偏毋聽人講。,叫他出門多穿件衣服，他偏偏不聽話。,,副詞,,12時空與情狀副詞
12-83,暫時,ciam shiˋ ,暫時,這件事暫時無愛拁佢講。,這件事暫時不要跟他說。,,副詞,,12時空與情狀副詞
12-84,定着,ten choo,絕對,佢个事定着毋會聽个。,他的話絕對聽不得。,,副詞,,12時空與情狀副詞
12-85,前,cienˋ ,前,"學校前有車牌。（空間）
前兩日。（時間）","學校前面有站牌。
前兩天",,副詞,,12時空與情狀副詞
12-86,頭好,teuˋ hoo^ ,最好,事情頭好係像你講个按。,事情最好是像你說的那樣。,,副詞,形容詞,12時空與情狀副詞
12-87,親身,cinˇ shinˇ ,親自,韶日𠊎有事，無法度親身過去。,明天我有事，沒辦法親自過去。,,副詞,,12時空與情狀副詞
12-88,親目,cinˇ hmˊ ,親眼,遐個風景你定著愛親目䀴過，正會知有幾靚。,那風景你一定要親眼見過，才會知道有多漂亮。,,副詞,,12時空與情狀副詞
12-89,煞煞,sadˊ sadˊ ,儘速地、下定決心、積極的,你煞煞去做，毋好拖。,你下定決心去做，不要拖。,,副詞,,12時空與情狀副詞
12-90,三更半夜,samˇ gangˇ ban^ rhia,三更半夜,佢逐日賞到三更半夜正轉,他每天玩到三更半夜才回家,,副詞,,12時空與情狀副詞
12-91,小可,sioo^ kua^/kooˆ ,輕微的,小可事情，緊張麼个？,一點小事，緊張什麼？,,副詞,,12時空與情狀副詞
12-92,時代,shiˋ toi ,時代,"這下麼个時代啊猶恁古板。
思想恁老，會跈毋會着時代。","現在什麼時代了還那麼古板。
思想那麼老舊，會跟不上時代。",,名詞,,12時空與情狀副詞
12-93,不時,budˊ shiˋ,不時，時時刻刻,這個路口不時有車禍，經過个時務愛細義。,這路口不時有車禍，經過的時候要小心。,,副詞,,12時空與情狀副詞
12-94,時常,shiˋ shongˋ ,時常,細子人時常會在這賞點膨嬰。,小朋友時常會在這裡玩捉迷藏。,,副詞,,12時空與情狀副詞
12-95,世紀,she^ gi^ ,世紀,二十一世紀,二十一世紀,,名詞,,12時空與情狀副詞
12-96,甚至,shim^ zhi^ ,甚至,佢毋若罵人定，甚至猶動手打人。,他不只罵人而已，甚至還動手打人。,,副詞,,12時空與情狀副詞
12-97,身脣,shinˇ finˋ ,身邊,總統身脣有人保護,總統身邊有人保護,,副詞,,12時空與情狀副詞
12-98,脣頭,finˋ teuˋ ,旁邊,車脣頭有兩包垃圾。,車子旁邊有兩包垃圾。,,副詞,,12時空與情狀副詞
12-99,大討,tai too^,大約、大概、大致、一般,大討來講。,一般來說。,,副詞,,12時空與情狀副詞
12-100,偷偷,teuˇ teuˇ ,偷偷地,毋會用偷偷拁筆擎去用。,不可以偷偷把筆拿去用。,,副詞,,12時空與情狀副詞
12-101,頭那崠,teuˋ naˋ dung^ ,頭上,阿公頭那崠有白頭那毛。,祖父頭上有白頭髮。,,副詞,,12時空與情狀副詞
12-102,頭日,teuˋ ngidˊ ,前一天；第一天,"頭日即愛先去準備
年過了頭日上班，人猶懶懶。","前一天就要先去準備
過完年第一天上班，人還懶懶的。",,副詞,,12時空與情狀副詞
12-103,頭回,teuˋ fueˋ ,第一次,頭回食着這路菜。,第一次吃到這道菜。,,副詞,,12時空與情狀副詞
12-104,成下,shangˋ ha,以前,成下無電視好䀴,以前沒有電視可以看,,副詞,,12時空與情狀副詞
12-105,頭頭擺,teuˋ teuˋ bai^ ,第一次,頭頭擺䀴佢氣到按。,第一次看他氣成這樣。,,副詞,,12時空與情狀副詞
12-106,款款,kuanˇ kuanˇ ,沉著穩定的；慢慢的,款款食，毋好哽着哦！,慢慢吃，不要噎到了！,,副詞,,12時空與情狀副詞
12-107,忒,tedˊ ,太...,恁熱著棉襖會忒燒。,這麼熱穿棉襖會太熱。,,副詞,,12時空與情狀副詞
12-108,此腔無此詞條,,,,,,,,
12-109,全部,cienˋ pu,全部,這全部得你抸轉去。,這全部讓你帶回去。,,副詞,,12時空與情狀副詞
12-110,所在,su^ cai ,地方,這所在起飯店真好。,這地方蓋飯店很好。,,名詞,,12時空與情狀副詞
12-111,成過,shangˋ goo^ ,以往、以前,成過無人敢按講,過去沒人敢這麼說,,副詞,,12時空與情狀副詞
12-112,西方,seˇ fongˇ ,西方,西方和東方个文化差真多。,西方和東方的文化差很多。,,名詞,,12時空與情狀副詞
12-113,西片裡,seˇ peen^ le^ ,西邊,日頭對西片裡落山。,太陽從西邊下山。,,名詞,,12時空與情狀副詞
12-114,西部,seˇ pu,西部,臺灣西部多平洋。,臺灣西邊多平原。,,名詞,,12時空與情狀副詞
12-115,嶄然,zham^ rhenˋ ,相當、十分,嶄然好膽,相當大膽,,副詞,,12時空與情狀副詞
12-116,軟膁,ngienˇ rhiam^,指腰部兩側旁邊，後引申指事物的側面、側邊,熱天真翕，軟膁一半下會生痱仔,夏天很悶熱，腰側有時會長痱子。,,形容詞,,12時空與情狀副詞
12-117,晨早,chinˋ zoo^ ,早晨,阿公逐晨早去公園運動。,爺爺每天早上去公園運動。,,名詞,,12時空與情狀副詞
12-118,至少,zhi^ shioo^ ,至少,至少佢猶真乖,至少他還很乖,,副詞,,12時空與情狀副詞
12-119,較早兜,ka^ zoo^ deuˇ ,早日、早點,較早兜轉來！莫尞到毋知好轉。,早點回來！不要玩到忘記回家。,,名詞,,12時空與情狀副詞
12-120,早期,zoo^ kiˋ ,最初、早期,這公司早期直直了錢，落尾正有趁錢。,這公司早期一直虧錢，後來才有賺錢。,,名詞,,12時空與情狀副詞
12-121,早慢,zoo^ meen,遲早、早晚,"做壞事早慢會得警察捉着。
開錢毋知疾，早慢即會倒去。","做壞事遲早會被警察捉到。
花錢不手軟，早晚就會破產。",,副詞,,12時空與情狀副詞
12-122,早暗 ,zoo^ am^ ,早晚,天氣轉寒，早暗愛加著一領衫。,天氣變冷，早晚要多加一件衣服。,,副詞,,12時空與情狀副詞
12-123,左右,zoo^ rhiu ,左右，表示約略之數,差不多兩點鐘左右,差不多兩小時左右,,副詞,,12時空與情狀副詞
